CONTACT_ID,SPEAKER_TAG,CAPTION,CALL_LANGUAGE,NEGATIVE,NEUTRAL,POSITIVE,SENTIMENT_LABLE,START_TIME_SECOND,END_TIME_SECOND,TIME_SPOKEN_SECOND,TIME_SILENCE_SECOND,LOAD_DATE
18972bf1-faa9-4d2b-8644-03aea19da9ba,CUSTOMER,"Um, it should be rouse Nicholas*@gmail.com unless it, it could be Nicholas.rouse@ma.edu. That's the only other one I have.",en-US,6.61,86.11,7.29,Neutral,56,66,10,0,2025-03-10 05:47:18.743375
18972bf1-faa9-4d2b-8644-03aea19da9ba,AGENT,"Oh no, OK, no, it's, it's correct, um, the browse Nicholas*@gmail.com. Got it. And uh you did email us in regarding to your account number. Do you have something to write with?",en-US,2.47,56.24,41.28,Neutral,66,77,11,2,2025-03-10 05:47:18.743375
18972bf1-faa9-4d2b-8644-03aea19da9ba,CUSTOMER,Oh yeah.,en-US,5.42,40.71,53.87,Positive,79,80,1,0,2025-03-10 05:47:18.743375
18972bf1-faa9-4d2b-8644-03aea19da9ba,AGENT,"OK, once you get something to write with, I can give you your account number.",en-US,0.91,84.24,14.85,Neutral,80,84,4,6,2025-03-10 05:47:18.743375
18972bf1-faa9-4d2b-8644-03aea19da9ba,CUSTOMER,OK.,en-US,8.54,60.05,31.41,Neutral,90,91,1,1,2025-03-10 05:47:18.743375
18972bf1-faa9-4d2b-8644-03aea19da9ba,AGENT,You have it?,en-US,2.45,90.5,7.06,Neutral,92,93,1,1,2025-03-10 05:47:18.743375
18972bf1-faa9-4d2b-8644-03aea19da9ba,CUSTOMER,Yeah.,en-US,9.89,57.98,32.13,Neutral,94,94,0,1,2025-03-10 05:47:18.743375
18972bf1-faa9-4d2b-8644-03aea19da9ba,AGENT,"OK, so your account number is going to be, give me a second, it is ***-**.",en-US,2.76,90.59,6.64,Neutral,95,105,10,3,2025-03-10 05:47:18.743375
18972bf1-faa9-4d2b-8644-03aea19da9ba,AGENT,****.,en-US,6.37,71.88,21.75,Neutral,108,110,2,1,2025-03-10 05:47:18.743375
18972bf1-faa9-4d2b-8644-03aea19da9ba,CUSTOMER,OK.,en-US,8.54,60.05,31.41,Neutral,111,112,1,1,2025-03-10 05:47:18.743375
18972bf1-faa9-4d2b-8644-03aea19da9ba,AGENT,"All right, um, do you have any questions or concerns?",en-US,5.91,90.02,4.06,Neutral,113,116,3,1,2025-03-10 05:47:18.743375
18972bf1-faa9-4d2b-8644-03aea19da9ba,CUSTOMER,"No, thank you.",en-US,7.27,58.35,34.38,Neutral,117,118,1,1,2025-03-10 05:47:18.743375
18972bf1-faa9-4d2b-8644-03aea19da9ba,AGENT,"No problem, thank you so much and enjoy your weekend.",en-US,0.39,2.68,96.93,Positive,119,122,3,0,2025-03-10 05:47:18.743375
18972bf1-faa9-4d2b-8644-03aea19da9ba,CUSTOMER,"OK, bye.",en-US,13.29,71.14,15.57,Neutral,122,123,1,0,2025-03-10 05:47:18.743375
18972bf1-faa9-4d2b-8644-03aea19da9ba,AGENT,Mhm bye bye.,en-US,8.65,80.8,10.54,Neutral,123,124,1,0,2025-03-10 05:47:18.743375
3b1b94c6-ab26-4b35-8bf6-54cf2b52182a,CUSTOMER,"Your call has been forwarded to voicemail. The person you're trying to reach is not available. At the tone, please record your message. When you have finished recording you may hang up.",en-US,73.08,25.99,0.93,Negative,0,9,9,0,2025-03-10 05:47:21.914362
3b1b94c6-ab26-4b35-8bf6-54cf2b52182a,AGENT,"Hi, this is Celeste with Poso and Solar. This is da Castillo. Um, and I was, uh, calling in regards to the email inquiry that you, uh, submitted. I was trying to know the reason for the inquiry. If you could please give me a call back at *-*****-*-****. Thank you so much and have a great day.",en-US,1.79,58.81,39.39,Neutral,9,27,18,0,2025-03-10 05:47:21.914362
6865c252-821f-440c-a3e3-5ba58da70045,CUSTOMER,Please leave your message for ***-***-****.,en-US,4.59,86.89,8.52,Neutral,2,10,8,1,2025-03-10 05:47:24.706463
6865c252-821f-440c-a3e3-5ba58da70045,AGENT,"Hi, this is Ela with Posit and Solar. Mr. Kevin for, I was, um, giving you a call back in regards to your email intake that we have, uh, regarding your request to register your customer portal. If you could please give me a call back at *-***-***-****. Thank you so much and have a great day.",en-US,0.79,32.01,67.2,Positive,11,29,18,0,2025-03-10 05:47:24.706463
f5cd4507-46df-4579-aba9-a4da4616307a,CUSTOMER,"Hello, you've reached Shante Antrim. Please leave a detailed message. Thank you and have a good day.",en-US,0.76,19.47,79.78,Positive,0,4,4,2,2025-03-10 05:47:27.491599
f5cd4507-46df-4579-aba9-a4da4616307a,CUSTOMER,"At the tone, please record your message. When you've finished recording you may hang up or press * for more options. To leave a callback number, press *.",en-US,1.38,91.59,7.03,Neutral,6,15,9,3,2025-03-10 05:47:27.491599
f5cd4507-46df-4579-aba9-a4da4616307a,AGENT,"Hey, good afternoon. This is Yamile with Passage and Solar. I was hoping to speak with Ms. Chante in regards to getting confirmation on your email because we want to send over documentation of the type of rope that was done by us. But first we need to confirm your email. If you could please give us a call back at ***-***-****. Thank you and have a great day.",en-US,0.96,60.64,38.4,Neutral,18,41,23,0,2025-03-10 05:47:27.491599
3841b54d-bcdb-4580-8de6-2a90cb616e24,CUSTOMER,Your call has been,en-US,3.51,82.68,13.81,Neutral,0,0,0,0,2025-03-10 05:47:30.272661
488d80c9-121e-48ef-9425-abcaaae251d7,CUSTOMER,Your call has been,en-US,3.51,82.68,13.81,Neutral,0,0,0,0,2025-03-10 05:47:32.046828
8cdb8b13-3320-4408-842e-0f2e06875ec5,CUSTOMER,Your call has been forwarded to voicemail. The person you're,en-US,36.77,60.7,2.53,Neutral,0,2,2,0,2025-03-10 05:47:34.017315
01e50093-ca61-42c7-935f-02a7f26efd4a,CUSTOMER,Hello?,en-US,4.48,79.4,16.11,Neutral,1,2,1,1,2025-03-10 05:47:38.371544
01e50093-ca61-42c7-935f-02a7f26efd4a,AGENT,"Hi, am I speaking to Miss uh Marky?",en-US,0.7,88.5,10.8,Neutral,3,5,2,1,2025-03-10 05:47:38.371544
01e50093-ca61-42c7-935f-02a7f26efd4a,CUSTOMER,Who's calling?,en-US,4.06,90.21,5.72,Neutral,6,7,1,1,2025-03-10 05:47:38.371544
01e50093-ca61-42c7-935f-02a7f26efd4a,AGENT,"Hi, uh, my name is, uh, George. I'm here calling from Postage and Solar. Uh, the reason why I call you man is because I was just trying to do a follow up, uh, from a call back on the **th of February, uh, regarding, uh, that you had a reverse mortgage, uh, and recently got a foreclosure on the, uh, on the mortgage regarding what your lease agreement for the solar panels or the, uh, solar panels, ma'am.",en-US,3.85,85.77,10.38,Neutral,8,32,24,2,2025-03-10 05:47:38.371544
01e50093-ca61-42c7-935f-02a7f26efd4a,CUSTOMER,Yeah.,en-US,9.89,57.98,32.13,Neutral,34,35,1,1,2025-03-10 05:47:38.371544
01e50093-ca61-42c7-935f-02a7f26efd4a,AGENT,"Yes, and I was just trying to uh give you uh uh just a follow up call just to see if by any chance have you contacted the reverse mortgage company regarding uh the case number.",en-US,3.77,91.59,4.65,Neutral,36,46,10,0,2025-03-10 05:47:38.371544
01e50093-ca61-42c7-935f-02a7f26efd4a,CUSTOMER,"Yes, I have.",en-US,2.54,68.34,29.12,Neutral,46,48,2,0,2025-03-10 05:47:38.371544
01e50093-ca61-42c7-935f-02a7f26efd4a,AGENT,"OK, perfect. Uh, I.",en-US,1.46,18.59,79.94,Positive,48,50,2,0,2025-03-10 05:47:38.371544
01e50093-ca61-42c7-935f-02a7f26efd4a,CUSTOMER,Did,en-US,10.93,51.85,37.22,Neutral,48,49,1,3,2025-03-10 05:47:38.371544
01e50093-ca61-42c7-935f-02a7f26efd4a,AGENT,"Yes, ma'am. Uh, so, yes, my apologies. Uh, by any chance do you have that, uh, case number so we can go ahead, uh, and foreclose, uh, so we can process the termination on the contract?",en-US,7.51,86.1,6.39,Neutral,52,61,9,0,2025-03-10 05:47:38.371544
01e50093-ca61-42c7-935f-02a7f26efd4a,CUSTOMER,Hello?,en-US,4.48,79.4,16.11,Neutral,52,53,1,10,2025-03-10 05:47:38.371544
01e50093-ca61-42c7-935f-02a7f26efd4a,CUSTOMER,Are you the bank or something or what?,en-US,5.82,88.9,5.28,Neutral,63,65,2,1,2025-03-10 05:47:38.371544
01e50093-ca61-42c7-935f-02a7f26efd4a,AGENT,"No, ma'am. I'm here as a customer care agent from the, from Postage and solar, uh, from the solar panels.",en-US,6.46,86.65,6.89,Neutral,66,73,7,1,2025-03-10 05:47:38.371544
01e50093-ca61-42c7-935f-02a7f26efd4a,CUSTOMER,From the what center?,en-US,4.73,92.68,2.59,Neutral,74,76,2,0,2025-03-10 05:47:38.371544
01e50093-ca61-42c7-935f-02a7f26efd4a,AGENT,"From the solar panels, um, I'm here calling as a customer care agent.",en-US,11.45,81.24,7.31,Neutral,76,80,4,1,2025-03-10 05:47:38.371544
01e50093-ca61-42c7-935f-02a7f26efd4a,CUSTOMER,"Look, I'm right now I'm driving and I can't talk to you, so when I get home I'll, I'll give you a call back, OK?",en-US,14.11,72.72,13.17,Neutral,81,87,6,1,2025-03-10 05:47:38.371544
01e50093-ca61-42c7-935f-02a7f26efd4a,AGENT,"Oh, yes, ma'am. Uh, in case I don't answer, uh, most likely it's because our office is about to be closing. If, if it's possible to do a follow-up call for you on Monday?",en-US,12.95,80.2,6.85,Neutral,88,97,9,0,2025-03-10 05:47:38.371544
01e50093-ca61-42c7-935f-02a7f26efd4a,CUSTOMER,"Yes, yes.",en-US,2.49,49.11,48.4,Neutral,97,99,2,0,2025-03-10 05:47:38.371544
01e50093-ca61-42c7-935f-02a7f26efd4a,AGENT,"Got it for you. I do apologize for that, for the inconvenience Ms. Margy. I'll go ahead and do a follow-up call with you on Monday.",en-US,11.13,76.24,12.63,Neutral,99,105,6,0,2025-03-10 05:47:38.371544
01e50093-ca61-42c7-935f-02a7f26efd4a,CUSTOMER,OK. Thank you. Bye-bye.,en-US,5.57,55.44,38.99,Neutral,105,107,2,0,2025-03-10 05:47:38.371544
01e50093-ca61-42c7-935f-02a7f26efd4a,AGENT,You're welcome. Bye-bye.,en-US,9.85,52.29,37.86,Neutral,107,108,1,0,2025-03-10 05:47:38.371544
348e64f4-4cd3-40df-87aa-421e801ce0e1,CUSTOMER,Please leave your message for,en-US,4.29,83.39,12.32,Neutral,2,4,2,1,2025-03-10 05:47:41.452804
348e64f4-4cd3-40df-87aa-421e801ce0e1,CUSTOMER,Evitalo.,en-US,6.14,80.85,13.01,Neutral,5,6,1,5,2025-03-10 05:47:41.452804
348e64f4-4cd3-40df-87aa-421e801ce0e1,AGENT,"Hello, good morning. This is Celeste with Poso and Solar. Um, is this Ms. Evita, um, Avalos? I was calling because I'm missing information for your request. Uh, if you could call us back at *-*****-*****. Thank you and have a great day.",en-US,1.58,59.15,39.27,Neutral,11,28,17,0,2025-03-10 05:47:41.452804
fd87aeeb-d48a-4843-b805-05efc7d249d7,CUSTOMER,Hello.,en-US,2.23,42.53,55.25,Positive,0,1,1,2,2025-03-10 05:47:45.544735
fd87aeeb-d48a-4843-b805-05efc7d249d7,AGENT,Yeah Emilia with Passage and Solar calling from a recorded line. Am I speaking with Ms. Anna Ortega?,en-US,1.72,94.84,3.45,Neutral,3,9,6,0,2025-03-10 05:47:45.544735
fd87aeeb-d48a-4843-b805-05efc7d249d7,CUSTOMER,Yes you are.,en-US,4.16,60.63,35.21,Neutral,9,11,2,1,2025-03-10 05:47:45.544735
fd87aeeb-d48a-4843-b805-05efc7d249d7,AGENT,"Hi, so I'm giving you a call. We were notified that you were having difficulties reaching us out, and I do see that you had a question about your bill. I just wanted to see if I can assist you.",en-US,9.68,81.86,8.46,Neutral,12,22,10,0,2025-03-10 05:47:45.544735
fd87aeeb-d48a-4843-b805-05efc7d249d7,CUSTOMER,"Yes, um, but they explained to me that once the inspection goes through then.",en-US,1.26,91.06,7.68,Neutral,22,27,5,1,2025-03-10 05:47:45.544735
fd87aeeb-d48a-4843-b805-05efc7d249d7,CUSTOMER,I'll be paying you guys cause I got a light bill.,en-US,2.44,64.3,33.25,Neutral,28,32,4,1,2025-03-10 05:47:45.544735
fd87aeeb-d48a-4843-b805-05efc7d249d7,AGENT,"Correct. So,",en-US,3.06,76.34,20.6,Neutral,33,34,1,0,2025-03-10 05:47:45.544735
fd87aeeb-d48a-4843-b805-05efc7d249d7,CUSTOMER,And he said that I have to keep paying my life bill so you guys come and connect.,en-US,14.5,74.88,10.62,Neutral,33,39,6,0,2025-03-10 05:47:45.544735
fd87aeeb-d48a-4843-b805-05efc7d249d7,AGENT,"Oh, OK.",en-US,6.62,63.62,29.77,Neutral,37,38,1,2,2025-03-10 05:47:45.544735
fd87aeeb-d48a-4843-b805-05efc7d249d7,AGENT,"I understand. OK, so I do see that your system was installed on February **, ****. Um, the next step will be for us to wait from your utility company to give us the permission to turn on the panels, but as of now, yes, you will still have to continue paying your electricity bill.",en-US,4.02,87.48,8.5,Neutral,40,55,15,0,2025-03-10 05:47:45.544735
fd87aeeb-d48a-4843-b805-05efc7d249d7,CUSTOMER,Mhm.,en-US,7.62,73.91,18.48,Neutral,46,47,1,9,2025-03-10 05:47:45.544735
fd87aeeb-d48a-4843-b805-05efc7d249d7,CUSTOMER,Yep.,en-US,7.19,57.17,35.64,Neutral,56,57,1,0,2025-03-10 05:47:45.544735
fd87aeeb-d48a-4843-b805-05efc7d249d7,CUSTOMER,Thank you.,en-US,1.88,14.67,83.45,Positive,57,58,1,0,2025-03-10 05:47:45.544735
fd87aeeb-d48a-4843-b805-05efc7d249d7,AGENT,All righty. Of course. Any other questions that you may have for me?,en-US,1.34,61.12,37.55,Neutral,58,62,4,0,2025-03-10 05:47:45.544735
fd87aeeb-d48a-4843-b805-05efc7d249d7,CUSTOMER,"No, that's it.",en-US,46.99,47.87,5.15,Neutral,62,63,1,1,2025-03-10 05:47:45.544735
fd87aeeb-d48a-4843-b805-05efc7d249d7,AGENT,"All righty, Miss Anna. Have a great day, OK? Bye for now.",en-US,0.35,2.78,96.87,Positive,64,67,3,0,2025-03-10 05:47:45.544735
fd87aeeb-d48a-4843-b805-05efc7d249d7,CUSTOMER,You too. All right. Bye-bye.,en-US,9.44,60.43,30.13,Neutral,66,68,2,0,2025-03-10 05:47:45.544735
aea79735-d6dd-4464-91ff-224da2d45667,CUSTOMER,Hello?,en-US,4.48,79.4,16.11,Neutral,0,1,1,0,2025-03-10 05:47:51.428479
aea79735-d6dd-4464-91ff-224da2d45667,AGENT,"Hi, Mr. Chung, uh, Kuan, this is Celeste with Positgen Solar. How are you today?",en-US,0.75,79.12,20.12,Neutral,1,6,5,3,2025-03-10 05:47:51.428479
aea79735-d6dd-4464-91ff-224da2d45667,AGENT,Hello?,en-US,4.48,79.4,16.11,Neutral,9,10,1,1,2025-03-10 05:47:51.428479
aea79735-d6dd-4464-91ff-224da2d45667,CUSTOMER,"I'm so sorry, give me one moment.",en-US,83.04,14.99,1.97,Negative,11,13,2,1,2025-03-10 05:47:51.428479
aea79735-d6dd-4464-91ff-224da2d45667,AGENT,OK.,en-US,8.54,60.05,31.41,Neutral,14,14,0,0,2025-03-10 05:47:51.428479
aea79735-d6dd-4464-91ff-224da2d45667,CUSTOMER,"Can you say that again, please? I'm so sorry.",en-US,93.15,6.24,0.6,Negative,14,18,4,0,2025-03-10 05:47:51.428479
aea79735-d6dd-4464-91ff-224da2d45667,AGENT,I said this is Celeste with Posagegen Solar. How are you today?,en-US,0.75,86.9,12.36,Neutral,18,21,3,0,2025-03-10 05:47:51.428479
aea79735-d6dd-4464-91ff-224da2d45667,CUSTOMER,I just like,en-US,2.35,27.2,70.45,Positive,19,20,1,0,2025-03-10 05:47:51.428479
aea79735-d6dd-4464-91ff-224da2d45667,CUSTOMER,"Oh yes, yes, uh, hi, how are you doing? Yes, I'm doing good.",en-US,0.3,3.32,96.38,Positive,20,24,4,0,2025-03-10 05:47:51.428479
aea79735-d6dd-4464-91ff-224da2d45667,AGENT,"I'm doing great as well. I did want to just uh let you know that the call is being recorded for quality assurance purposes just to move forward on your inquiry in regards to your the noise that's coming from the solar panels, can you verify your, uh your uh phone number for me please and your email?",en-US,1.2,33.41,65.38,Positive,24,41,17,0,2025-03-10 05:47:51.428479
aea79735-d6dd-4464-91ff-224da2d45667,CUSTOMER,Mhm.,en-US,7.62,73.91,18.48,Neutral,31,33,2,4,2025-03-10 05:47:51.428479
aea79735-d6dd-4464-91ff-224da2d45667,CUSTOMER,Hey.,en-US,4.11,62.34,33.55,Neutral,37,39,2,3,2025-03-10 05:47:51.428479
aea79735-d6dd-4464-91ff-224da2d45667,CUSTOMER,***-***-****.,en-US,5.01,84.0,10.98,Neutral,42,45,3,0,2025-03-10 05:47:51.428479
aea79735-d6dd-4464-91ff-224da2d45667,AGENT,Mhm and email address?,en-US,3.03,92.01,4.96,Neutral,45,47,2,1,2025-03-10 05:47:51.428479
aea79735-d6dd-4464-91ff-224da2d45667,CUSTOMER,Uh john. ***@gmail.com.,en-US,3.58,87.8,8.62,Neutral,48,52,4,0,2025-03-10 05:47:51.428479
aea79735-d6dd-4464-91ff-224da2d45667,AGENT,OK. And I have a different one. Do you remember your old one?,en-US,1.86,90.9,7.24,Neutral,52,56,4,1,2025-03-10 05:47:51.428479
aea79735-d6dd-4464-91ff-224da2d45667,CUSTOMER,"Um, is it cloudJ at ***@gmail.com?",en-US,2.93,93.36,3.71,Neutral,57,61,4,0,2025-03-10 05:47:51.428479
aea79735-d6dd-4464-91ff-224da2d45667,AGENT,Got it. And then your um your address that is associated with the account.,en-US,3.54,87.77,8.7,Neutral,61,67,6,0,2025-03-10 05:47:51.428479
aea79735-d6dd-4464-91ff-224da2d45667,CUSTOMER,OK.,en-US,8.54,60.05,31.41,Neutral,62,63,1,4,2025-03-10 05:47:51.428479
aea79735-d6dd-4464-91ff-224da2d45667,CUSTOMER,[REDACTED] you.,en-US,3.19,91.92,4.88,Neutral,67,71,4,1,2025-03-10 05:47:51.428479
aea79735-d6dd-4464-91ff-224da2d45667,CUSTOMER,*****.,en-US,4.2,82.28,13.53,Neutral,72,73,1,0,2025-03-10 05:47:51.428479
aea79735-d6dd-4464-91ff-224da2d45667,AGENT,"Thank you so much and um we did, I did receive your inquiry in regards to the noise. Uh what I'm going to do is because it might, the noise that might be coming from the panels might be like a loose wire or something, um, if you can, if you can just record the noise or if you're able to record through outside, um, close to the noise, um, can you send that video through the email that I'm about to send you?",en-US,2.45,47.83,49.72,Positive,73,101,28,0,2025-03-10 05:47:51.428479
aea79735-d6dd-4464-91ff-224da2d45667,CUSTOMER,E,en-US,9.04,48.03,42.93,Neutral,74,75,1,11,2025-03-10 05:47:51.428479
aea79735-d6dd-4464-91ff-224da2d45667,CUSTOMER,Mhm.,en-US,7.62,73.91,18.48,Neutral,86,87,1,3,2025-03-10 05:47:51.428479
aea79735-d6dd-4464-91ff-224da2d45667,CUSTOMER,It,en-US,12.4,44.88,42.72,Neutral,90,91,1,11,2025-03-10 05:47:51.428479
aea79735-d6dd-4464-91ff-224da2d45667,CUSTOMER,"Um, I can try, but it, it happens so randomly. It's not, it's not like an often everyday kind of occurrence.",en-US,71.63,26.88,1.49,Negative,102,109,7,0,2025-03-10 05:47:51.428479
aea79735-d6dd-4464-91ff-224da2d45667,AGENT,"Oh, I see. Well, whenever you do get the chance, um, you can send that video to the email that I'm sending you right now, um, that way, because sometimes it's not, you know, it could be a rodent, sometimes it could just be, you know, something going on with the panels or there's just wiring because your system is producing.",en-US,3.82,84.32,11.86,Neutral,108,127,19,0,2025-03-10 05:47:51.428479
aea79735-d6dd-4464-91ff-224da2d45667,CUSTOMER,OK.,en-US,8.54,60.05,31.41,Neutral,116,117,1,1,2025-03-10 05:47:51.428479
aea79735-d6dd-4464-91ff-224da2d45667,CUSTOMER,I,en-US,11.37,41.85,46.78,Positive,118,118,0,8,2025-03-10 05:47:51.428479
aea79735-d6dd-4464-91ff-224da2d45667,CUSTOMER,Yeah.,en-US,9.89,57.98,32.13,Neutral,126,127,1,0,2025-03-10 05:47:51.428479
aea79735-d6dd-4464-91ff-224da2d45667,AGENT,"It, it's nothing wrong with the system, but we wanna make sure that, you know, it's nothing else or if it's a rodent that, you know, obviously that's something that we don't, we don't handle unless it's something that's, you know, something wrong with the actual system, then we go in and inspect it. But uh if you, if you can, once you get the chance, you can send us a, a video of that. OK.",en-US,36.26,57.7,6.04,Neutral,127,150,23,0,2025-03-10 05:47:51.428479
aea79735-d6dd-4464-91ff-224da2d45667,CUSTOMER,Yeah,en-US,8.01,43.81,48.17,Positive,133,133,0,2,2025-03-10 05:47:51.428479
aea79735-d6dd-4464-91ff-224da2d45667,CUSTOMER,Uh huh.,en-US,13.15,78.77,8.08,Neutral,135,138,3,11,2025-03-10 05:47:51.428479
aea79735-d6dd-4464-91ff-224da2d45667,CUSTOMER,"Um, I can try, yeah, if it, if it happens. Uh, what about the other inquiry that I submitted about the battery?",en-US,4.87,83.72,11.41,Neutral,149,156,7,0,2025-03-10 05:47:51.428479
aea79735-d6dd-4464-91ff-224da2d45667,AGENT,"Mm you're gonna get contacted by the sales team. Um, the inquiry is, is, it's made on there, um, so we're just waiting on the, on the, on the sales department to get in contact with you.",en-US,3.01,90.25,6.74,Neutral,156,166,10,0,2025-03-10 05:47:51.428479
aea79735-d6dd-4464-91ff-224da2d45667,CUSTOMER,Oh.,en-US,13.57,62.58,23.85,Neutral,163,163,0,4,2025-03-10 05:47:51.428479
aea79735-d6dd-4464-91ff-224da2d45667,CUSTOMER,"OK, that sounds good. OK, uh, I'll keep that in mind. Yeah, just send me the email for now and if, if, if I happen to get it then I'll, I'll send it over.",en-US,0.71,19.91,79.37,Positive,167,175,8,0,2025-03-10 05:47:51.428479
aea79735-d6dd-4464-91ff-224da2d45667,AGENT,"All right, no problem. Thank you so much. Mhm. Bye bye.",en-US,0.89,10.85,88.26,Positive,175,179,4,0,2025-03-10 05:47:51.428479
aea79735-d6dd-4464-91ff-224da2d45667,CUSTOMER,"All right. All right, thank you.",en-US,0.84,8.45,90.71,Positive,177,180,3,0,2025-03-10 05:47:51.428479
54de8d68-a761-4d8c-a3d5-eab5c1a9c616,CUSTOMER,Hello?,en-US,4.48,79.4,16.11,Neutral,0,1,1,1,2025-03-10 05:48:02.155704
54de8d68-a761-4d8c-a3d5-eab5c1a9c616,AGENT,"Hi, am I speaking to Mr. Samuel?",en-US,0.63,92.39,6.99,Neutral,2,4,2,1,2025-03-10 05:48:02.155704
54de8d68-a761-4d8c-a3d5-eab5c1a9c616,CUSTOMER,Yes.,en-US,7.42,58.11,34.46,Neutral,5,5,0,1,2025-03-10 05:48:02.155704
54de8d68-a761-4d8c-a3d5-eab5c1a9c616,AGENT,"Hi Samuel. Uh, my name is Coya Lopez. I'm here calling from Postage and Solar as a customer care agent. Um, the reason why I call you, sir, is because, uh, it seems we received an email from you back on the **nd of February regarding your login access within your, uh, Posagegen account.",en-US,3.28,89.15,7.57,Neutral,6,22,16,2,2025-03-10 05:48:02.155704
54de8d68-a761-4d8c-a3d5-eab5c1a9c616,CUSTOMER,"Yeah, uh, can you, could you talk with my wife?",en-US,2.36,81.42,16.22,Neutral,24,27,3,1,2025-03-10 05:48:02.155704
54de8d68-a761-4d8c-a3d5-eab5c1a9c616,AGENT,"Oh, sure thing. Uh,",en-US,3.22,44.63,52.15,Positive,28,30,2,0,2025-03-10 05:48:02.155704
54de8d68-a761-4d8c-a3d5-eab5c1a9c616,CUSTOMER,She understands better than me. Just a minute.,en-US,5.22,36.37,58.4,Positive,28,31,3,0,2025-03-10 05:48:02.155704
54de8d68-a761-4d8c-a3d5-eab5c1a9c616,AGENT,OK.,en-US,8.54,60.05,31.41,Neutral,31,32,1,1,2025-03-10 05:48:02.155704
54de8d68-a761-4d8c-a3d5-eab5c1a9c616,CUSTOMER,Could you talk with the log in.,en-US,2.8,91.0,6.2,Neutral,33,34,1,2,2025-03-10 05:48:02.155704
54de8d68-a761-4d8c-a3d5-eab5c1a9c616,AGENT,Yes.,en-US,7.42,58.11,34.46,Neutral,36,37,1,0,2025-03-10 05:48:02.155704
54de8d68-a761-4d8c-a3d5-eab5c1a9c616,CUSTOMER,Hello?,en-US,4.48,79.4,16.11,Neutral,37,38,1,1,2025-03-10 05:48:02.155704
54de8d68-a761-4d8c-a3d5-eab5c1a9c616,AGENT,Hello. Am I speaking with uh Miss uh,en-US,1.09,87.33,11.58,Neutral,39,41,2,2,2025-03-10 05:48:02.155704
54de8d68-a761-4d8c-a3d5-eab5c1a9c616,AGENT,"Uh, from.",en-US,4.95,89.44,5.61,Neutral,43,44,1,0,2025-03-10 05:48:02.155704
54de8d68-a761-4d8c-a3d5-eab5c1a9c616,CUSTOMER,Yeah.,en-US,9.89,57.98,32.13,Neutral,44,45,1,0,2025-03-10 05:48:02.155704
54de8d68-a761-4d8c-a3d5-eab5c1a9c616,AGENT,"Hi, uh, my name is Jorge Lopez. I'm here calling from Postage and Silva. Uh, we received an email from you, uh, back on the ** of February regarding, um,",en-US,1.72,90.4,7.88,Neutral,45,56,11,0,2025-03-10 05:48:02.155704
54de8d68-a761-4d8c-a3d5-eab5c1a9c616,AGENT,"Regarding the login access, you sent us an email saying that you're having an issue logging into the account and I'm here to support any information that you might need. Uh, you wasn't able to log in overall, correct?",en-US,47.02,51.41,1.57,Neutral,56,70,14,0,2025-03-10 05:48:02.155704
54de8d68-a761-4d8c-a3d5-eab5c1a9c616,CUSTOMER,That's,en-US,10.46,58.22,31.31,Neutral,64,65,1,6,2025-03-10 05:48:02.155704
54de8d68-a761-4d8c-a3d5-eab5c1a9c616,CUSTOMER,"So we were able to log in once um the customer service rep she sent us a direct link, um, we were able to reset the password and log in and after that.",en-US,0.75,68.46,30.79,Neutral,71,85,14,1,2025-03-10 05:48:02.155704
54de8d68-a761-4d8c-a3d5-eab5c1a9c616,CUSTOMER,"It just doesn't allow us to log to log back in, back in, sorry.",en-US,72.05,26.48,1.47,Negative,86,91,5,1,2025-03-10 05:48:02.155704
54de8d68-a761-4d8c-a3d5-eab5c1a9c616,AGENT,"I can, gotcha. OK. Let me see here. Um and just to confirm, I do have the right email. It's under Samuel F. Malves uh M A L V E S at outlook.com.",en-US,0.75,50.73,48.52,Neutral,92,106,14,1,2025-03-10 05:48:02.155704
54de8d68-a761-4d8c-a3d5-eab5c1a9c616,CUSTOMER,Yeah.,en-US,9.89,57.98,32.13,Neutral,107,108,1,0,2025-03-10 05:48:02.155704
54de8d68-a761-4d8c-a3d5-eab5c1a9c616,AGENT,"Got it. OK. Uh, what I can do is, uh, I'm gonna go ahead and send you two emails, one just to confirm on your, uh, username that's still the same, and the second email will be the link to reset your password. Once you click that second email, it has a link. Once you click the link, it's connected to enter a new password. Once that password has been entered, uh, it should give you a direct uh login overall for your uh for your account.",en-US,1.73,84.87,13.4,Neutral,108,135,27,1,2025-03-10 05:48:02.155704
54de8d68-a761-4d8c-a3d5-eab5c1a9c616,CUSTOMER,"Yeah, so we did that already.",en-US,6.43,76.61,16.96,Neutral,136,137,1,1,2025-03-10 05:48:02.155704
54de8d68-a761-4d8c-a3d5-eab5c1a9c616,AGENT,And it still give you the,en-US,4.97,46.96,48.07,Positive,138,140,2,0,2025-03-10 05:48:02.155704
54de8d68-a761-4d8c-a3d5-eab5c1a9c616,CUSTOMER,And,en-US,14.01,49.95,36.04,Neutral,139,140,1,0,2025-03-10 05:48:02.155704
54de8d68-a761-4d8c-a3d5-eab5c1a9c616,CUSTOMER,And once we reset the password.,en-US,3.26,85.18,11.56,Neutral,140,143,3,1,2025-03-10 05:48:02.155704
54de8d68-a761-4d8c-a3d5-eab5c1a9c616,CUSTOMER,It doesn't let us log back in it's like a one time login type thing.,en-US,68.17,30.75,1.08,Negative,144,149,5,2,2025-03-10 05:48:02.155704
